194,230,yellow,-3.356686,0.975154,8.135247
358,262,yellow,0.362071,1.089471,5.084529
192,224,yellow,-3.404686,0.831154,8.135247
346,260,yellow,0.182071,1.059471,5.084529
194,230,yellow,-3.356686,0.975154,8.135247
358,260,yellow,0.362071,1.059471,5.084529
194,232,yellow,-3.356686,1.023154,8.135247
192,222,yellow,-3.404686,0.783154,8.135247
194,230,yellow,-3.356686,0.975154,8.135247
352,244,yellow,0.272071,0.819471,5.084529
358,260,yellow,0.362071,1.059471,5.084529
352,242,yellow,0.272071,0.789471,5.084529
356,260,yellow,0.332071,1.059471,5.084529
