202,234,blue,-2.637238,0.892629,6.779373
200,234,blue,-2.677238,0.892629,6.779373
50,218,blue,-8.515858,0.858943,10.169059
200,232,blue,-2.677238,0.852629,6.779373
148,222,blue,-5.575857,0.978943,10.169059
200,232,blue,-2.677238,0.852629,6.779373
48,218,blue,-8.575857,0.858943,10.169059
366,238,yellow,0.642762,0.972629,6.779373
362,240,yellow,0.562762,1.012629,6.779373
200,232,blue,-2.677238,0.852629,6.779373
364,238,yellow,0.602762,0.972629,6.779373
432,262,yellow,1.070597,0.792343,3.697839
200,232,blue,-2.677238,0.852629,6.779373
366,238,yellow,0.642762,0.972629,6.779373
