362,234,big orange,0.675314,1.071154,8.135247
364,224,orange,0.602762,0.692629,6.779373
338,222,orange,0.124143,0.978943,10.169059
338,224,orange,0.124143,1.038943,10.169059
338,224,orange,0.124143,1.038943,10.169059
362,224,orange,0.675314,0.831154,8.135247
362,232,big orange,0.675314,1.023154,8.135247
606,272,orange,2.721381,0.826314,3.389686
364,224,orange,0.602762,0.692629,6.779373
362,232,big orange,0.675314,1.023154,8.135247
606,272,orange,2.721381,0.826314,3.389686
424,260,yellow,1.201841,0.941752,4.519582
362,232,big orange,0.675314,1.023154,8.135247
426,248,yellow,1.228508,0.781752,4.519582
426,248,yellow,1.228508,0.781752,4.519582
