460,252,big orange,1.681841,0.835086,4.519582
462,238,orange,1.708508,0.648419,4.519582
458,254,big orange,1.655175,0.861752,4.519582
460,242,big orange,1.892071,0.789471,5.084529
256,228,blue,-1.868686,0.927154,8.135247
462,240,big orange,1.708508,0.675086,4.519582
462,242,big orange,1.708508,0.701752,4.519582
458,256,big orange,1.862071,0.999471,5.084529
462,238,orange,1.708508,0.648419,4.519582
458,254,big orange,1.655175,0.861752,4.519582
460,252,big orange,1.681841,0.835086,4.519582
234,256,big orange,-1.331492,0.888419,4.519582
458,254,big orange,1.655175,0.861752,4.519582
460,240,big orange,1.892071,0.759471,5.084529
234,254,big orange,-1.331492,0.861752,4.519582
460,254,big orange,1.681841,0.861752,4.519582
