80,244,blue,-4.351918,0.936539,5.810891
86,252,blue,-4.249061,1.073682,5.810891
70,252,blue,-4.523347,1.073682,5.810891
84,250,blue,-4.283347,1.039396,5.810891
78,242,blue,-4.386204,0.902253,5.810891
68,252,blue,-4.557633,1.073682,5.810891
338,256,yellow,0.062071,0.999471,5.084529
74,244,blue,-4.454775,0.936539,5.810891
338,256,yellow,0.062071,0.999471,5.084529
78,242,blue,-4.386204,0.902253,5.810891
74,242,blue,-4.454775,0.902253,5.810891
74,242,blue,-4.454775,0.902253,5.810891
76,242,blue,-4.420490,0.902253,5.810891
338,256,yellow,0.062071,0.999471,5.084529
342,252,yellow,0.122071,0.939471,5.084529
82,250,blue,-4.317633,1.039396,5.810891
