56,274,blue,-2.778619,0.846314,3.389686
54,268,blue,-2.798619,0.786314,3.389686
44,276,blue,-2.898619,0.866314,3.389686
46,270,blue,-2.878619,0.806314,3.389686
52,270,blue,-2.818619,0.806314,3.389686
56,274,blue,-2.778619,0.846314,3.389686
44,270,blue,-2.898619,0.806314,3.389686
54,270,blue,-2.798619,0.806314,3.389686
46,270,blue,-2.878619,0.806314,3.389686
54,268,blue,-2.798619,0.786314,3.389686
158,226,yellow,-5.275857,1.098943,10.169059
304,240,yellow,-0.511918,0.867967,5.810891
306,244,yellow,-0.477633,0.936539,5.810891
308,248,yellow,-0.443347,1.005110,5.810891
306,246,yellow,-0.477633,0.970825,5.810891
