106,230,blue,-5.468686,0.975154,8.135247
110,230,blue,-5.372686,0.975154,8.135247
138,242,blue,-2.937929,0.789471,5.084529
138,246,blue,-2.937929,0.849471,5.084529
138,242,blue,-2.937929,0.789471,5.084529
138,246,blue,-2.937929,0.849471,5.084529
110,228,blue,-5.372686,0.927154,8.135247
132,246,blue,-3.027929,0.849471,5.084529
132,244,blue,-3.027929,0.819471,5.084529
138,244,blue,-2.937929,0.819471,5.084529
138,240,blue,-4.700686,1.215154,8.135247
136,242,blue,-2.967929,0.789471,5.084529
136,244,blue,-2.967929,0.819471,5.084529
