288,216,orange,-1.834476,1.065257,13.558745
118,266,blue,-2.590343,0.919577,4.067624
254,218,orange,-2.395857,0.858943,10.169059
198,220,yellow,-4.075857,0.918943,10.169059
120,260,blue,-2.566343,0.847577,4.067624
120,266,blue,-2.333039,0.835979,3.697839
88,218,orange,-7.375857,0.858943,10.169059
198,220,yellow,-4.075857,0.918943,10.169059
120,260,blue,-2.566343,0.847577,4.067624
118,264,blue,-2.590343,0.895577,4.067624
338,242,yellow,0.070939,0.902253,5.810891
338,242,yellow,0.070939,0.902253,5.810891
120,264,blue,-2.333039,0.814161,3.697839
340,238,yellow,0.105224,0.833682,5.810891
336,244,yellow,0.036653,0.936539,5.810891
