142,286,blue,-1.771033,0.891982,3.128941
134,240,blue,-3.426204,0.867967,5.810891
138,240,blue,-3.357633,0.867967,5.810891
336,242,yellow,0.042762,1.052629,6.779373
464,282,yellow,1.301381,0.926314,3.389686
134,240,blue,-3.426204,0.867967,5.810891
48,228,blue,-6.860686,0.927154,8.135247
464,270,yellow,1.419688,0.879616,3.697839
466,268,yellow,1.321381,0.786314,3.389686
134,238,blue,-3.426204,0.833682,5.810891
138,238,blue,-3.357633,0.833682,5.810891
336,242,yellow,0.042762,1.052629,6.779373
334,244,yellow,0.002762,1.092629,6.779373
342,244,yellow,0.162762,1.092629,6.779373
342,246,yellow,0.162762,1.132629,6.779373
