266,218,orange,-2.035857,0.858943,10.169059
404,242,orange,1.202367,0.902253,5.810891
554,246,orange,3.773796,0.970825,5.810891
404,240,orange,1.202367,0.867967,5.810891
554,246,orange,3.773796,0.970825,5.810891
554,242,orange,3.773796,0.902253,5.810891
404,240,orange,1.202367,0.867967,5.810891
264,224,orange,-2.095857,1.038943,10.169059
82,256,blue,-3.358159,0.888419,4.519582
554,242,orange,3.773796,0.902253,5.810891
264,226,orange,-2.095857,1.098943,10.169059
404,240,orange,1.202367,0.867967,5.810891
554,242,orange,3.773796,0.902253,5.810891
82,256,blue,-3.358159,0.888419,4.519582
554,244,orange,3.773796,0.936539,5.810891
82,254,blue,-3.358159,0.861752,4.519582
