374,242,yellow,0.688082,0.902253,5.810891
186,246,blue,-2.217929,0.849471,5.084529
142,226,blue,-4.604686,0.879154,8.135247
140,226,blue,-4.652686,0.879154,8.135247
190,246,blue,-2.157929,0.849471,5.084529
186,246,blue,-2.217929,0.849471,5.084529
190,242,blue,-2.157929,0.789471,5.084529
140,226,blue,-4.652686,0.879154,8.135247
140,226,blue,-4.652686,0.879154,8.135247
190,244,blue,-2.157929,0.819471,5.084529
184,244,blue,-2.247929,0.819471,5.084529
374,242,yellow,0.688082,0.902253,5.810891
186,244,blue,-2.217929,0.819471,5.084529
374,232,yellow,0.802762,0.852629,6.779373
186,244,blue,-2.217929,0.819471,5.084529
