114,232,blue,-4.397238,0.852629,6.779373
334,248,yellow,0.002367,1.005110,5.810891
32,226,blue,36.223431,-4.395772,-40.676235
108,232,blue,-4.517238,0.852629,6.779373
138,250,blue,-2.937929,0.909471,5.084529
112,230,blue,-4.437238,0.812629,6.779373
130,250,blue,-3.057929,0.909471,5.084529
108,230,blue,-5.420686,0.975154,8.135247
130,248,blue,-3.057929,0.879471,5.084529
136,248,blue,-2.967929,0.879471,5.084529
334,246,yellow,0.002367,0.970825,5.810891
130,248,blue,-3.057929,0.879471,5.084529
136,248,blue,-2.967929,0.879471,5.084529
334,246,yellow,0.002367,0.970825,5.810891
