44,224,blue,-6.956686,0.831154,8.135247
122,232,blue,-4.237238,0.852629,6.779373
118,230,blue,-4.317238,0.812629,6.779373
350,248,yellow,0.276653,1.005110,5.810891
40,224,blue,-7.052686,0.831154,8.135247
42,224,blue,-7.004686,0.831154,8.135247
120,230,blue,-4.277238,0.812629,6.779373
116,230,blue,-4.357238,0.812629,6.779373
144,248,blue,-2.847929,0.879471,5.084529
120,230,blue,-4.277238,0.812629,6.779373
138,248,blue,-2.937929,0.879471,5.084529
138,248,blue,-2.937929,0.879471,5.084529
142,248,blue,-2.877929,0.879471,5.084529
340,246,yellow,0.105224,0.970825,5.810891
142,248,blue,-2.877929,0.879471,5.084529
