262,242,blue,-1.231918,0.902253,5.810891
594,280,big orange,1.836269,0.639751,2.392720
240,220,blue,-2.815857,0.918943,10.169059
262,240,blue,-1.231918,0.867967,5.810891
240,222,blue,-2.815857,0.978943,10.169059
594,282,big orange,1.836269,0.653869,2.392720
260,242,blue,-1.772686,1.263154,8.135247
452,248,yellow,1.772071,0.879471,5.084529
452,248,yellow,1.772071,0.879471,5.084529
262,240,blue,-1.231918,0.867967,5.810891
196,270,big orange,-1.033964,0.604736,2.542265
452,248,yellow,1.772071,0.879471,5.084529
262,240,blue,-1.231918,0.867967,5.810891
454,238,yellow,2.059510,0.833682,5.810891
452,250,yellow,1.772071,0.909471,5.084529
448,254,yellow,1.712071,0.969471,5.084529
