172,228,yellow,-3.884686,0.927154,8.135247
326,244,yellow,-0.117929,0.819471,5.084529
172,220,yellow,-3.884686,0.735154,8.135247
128,220,yellow,-6.175857,0.918943,10.169059
326,242,yellow,-0.117929,0.789471,5.084529
172,228,yellow,-3.884686,0.927154,8.135247
128,220,yellow,-6.175857,0.918943,10.169059
328,252,yellow,-0.087929,0.939471,5.084529
328,252,yellow,-0.087929,0.939471,5.084529
172,228,yellow,-3.884686,0.927154,8.135247
326,242,yellow,-0.117929,0.789471,5.084529
328,252,yellow,-0.087929,0.939471,5.084529
326,248,yellow,-0.117929,0.879471,5.084529
324,256,yellow,-0.147929,0.999471,5.084529
324,248,yellow,-0.147929,0.879471,5.084529
